id,LibraryLayout,Platform,Run,asm_stats_contig_n50,asm_stats_length_bp,asm_stats_n_contig,attribute_package,bioproject_acc,bioproject_title,bioproject_center,biosample_acc,clustered,collected_by,collection_date,epi_type,geo_loc_name,isolation_source,kmer_group,kmer_group_acc,major_contributor,new,sample_name,scientific_name,sort_order,taxid,species_taxid,sra_center,sra_release_date,strain,target_acc,target_creation_date,taxgroup_name,taxgroup_name_short,number_drugs_resistant,number_drugs_intermediate,number_drugs_susceptible,number_drugs_tested,number_amr_genes,AMR_genotypes,property,status,_version_,asm_acc,asm_display_name,asm_level,assembly_method,complete_fl,fullasm_id,host,serotype,wgs_acc_prefix,wgs_master_acc,host_disease,lat_lon,serovar,HHS_region,AST_phenotypes,PFGE_PrimaryEnzyme_pattern,PFGE_SecondaryEnzyme_pattern,isolate_name_alias,erd_group,erd_group_acc,mindiff,minsame,parent_group,cluster_size,tree_node_ids
PDG000000004.826_PDT000069634.1,,,,69711,5424045,277,Pathogen: clinical or host-associated,PRJNA267549,Bacterial isolates from intensive care units,University of Washington,SAMN03197477,1,UW clinical laboratory,,clinical,USA: WA,,PDG000000004.826,PDG000000004,0,0,283_ECOL,Escherichia coli,1,562,562,,,283_ECOL,PDT000069634.1,2015-07-10T20:19:50Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_001054845.1,ASM105484v1,Contig,ABYSS v. 1.3.5,1,1867248,Homo sapiens,,JVMZ,JVMZ00000000.1,,,,,,,,,PDS000003139.43,PDS000003139,44,2,PDS000003139.43,23,"1, 2, 12, 13"
PDG000000004.826_PDT000069639.1,,,,63115,5420248,337,Pathogen: clinical or host-associated,PRJNA267549,Bacterial isolates from intensive care units,University of Washington,SAMN03197478,1,UW clinical laboratory,,clinical,USA: WA,,PDG000000004.826,PDG000000004,0,0,284_ECOL,Escherichia coli,1,562,562,,,284_ECOL,PDT000069639.1,2015-07-10T20:27:46Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_001056215.1,ASM105621v1,Scaffold,ABYSS v. 1.3.5,1,1868588,Homo sapiens,,JVMY,JVMY00000000.1,,,,,,,,,PDS000003139.43,PDS000003139,44,2,PDS000003139.43,23,"1, 2, 12, 14"
PDG000000004.826_PDT000069679.1,,,,61622,5049394,354,Pathogen: clinical or host-associated,PRJNA267549,Bacterial isolates from intensive care units,University of Washington,SAMN03198186,1,UW clinical laboratory,,clinical,USA: WA,,PDG000000004.826,PDG000000004,0,0,966_ECOL,Escherichia coli,1,562,562,,,966_ECOL,PDT000069679.1,2015-07-10T20:48:19Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_001059455.1,ASM105945v1,Scaffold,ABYSS v. 1.3.5,1,1871838,Homo sapiens,,JULS,JULS00000000.1,,,,,,,,,PDS000003139.43,PDS000003139,53,35,PDS000003139.43,23,"1, 2, 3, 8"
PDG000000004.826_PDT000070017.1,PAIRED,ILLUMINA,SRR2105866,140833,5360686,207,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03863769,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,,Escherichia coli,1,562,562,EDLB-CDC,2015-07-16T21:28:17Z,Aug-30,PDT000070017.1,2015-07-16T22:11:09Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O157:NM,4,,,,,PDS000000998.19,PDS000000998,6,1,PDS000000998.19,23,"1, 2, 3, 7"
PDG000000004.826_PDT000049880.1,PAIRED,ILLUMINA,SRR1811827,742800,5945934,71,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03340247,1,,2015-01,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000229,Escherichia coli,1,562,562,EDLB-CDC,2015-02-20T16:18:13Z,PNUSAE000229,PDT000049880.1,2015-02-20T17:08:11Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,2,,,,,PDS000000758.18,PDS000000758,27,27,PDS000000758.18,23,"1, 15, 17, 18, 20"
PDG000000004.826_PDT000072722.1,PAIRED,ILLUMINA,SRR2125825,301474,5890733,86,Pathogen: environmental/food/other,PRJNA268206,GenomeTrakr Project: USDA - Food Safety and Inspection Service,FDA Center for Food Safety and Applied Nutrition,SAMN03921936,1,USDA-FSIS,2015,environmental/other,USA:WA,Animal-Cattle-Bull,PDG000000004.826,PDG000000004,1,0,FSIS1500970,Escherichia coli,1,562,562,USDA-FSIS,2015-07-24T13:00:08Z,FSIS1500970,PDT000072722.1,2015-07-24T13:10:07Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,O26,,,EVCX01.0740,EVCA26.0484,,PDS000000758.18,PDS000000758,5,,PDS000000758.18,23,"1, 15, 17, 21, 22, 23, 27"
PDG000000004.826_PDT000083209.1,PAIRED,ILLUMINA,SRR2415866,455128,5949949,69,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04015048,1,CDC,2015-07,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001276,Escherichia coli,1,562,562,EDLB-CDC,2015-09-15T04:00:00Z,PNUSAE001276,PDT000083209.1,2015-09-16T00:10:14Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,3,"blaEC, floR, sul2",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,10,,,,,PDS000000758.18,PDS000000758,5,8,PDS000000758.18,23,"1, 15, 17, 21, 22, 23, 24, 25"
PDG000000004.826_PDT000083245.1,PAIRED,ILLUMINA,SRR2417044,159844,5942304,118,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04009651,1,CDC,2015-07,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001228,Escherichia coli,1,562,562,EDLB-CDC,2015-09-15T04:00:00Z,PNUSAE001228,PDT000083245.1,2015-09-16T03:11:11Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,3,"blaEC, floR, sul2",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,10,,,,,PDS000000758.18,PDS000000758,11,8,PDS000000758.18,23,"1, 15, 17, 21, 22, 23, 24, 26"
PDG000000004.826_PDT000084092.1,PAIRED,ILLUMINA,SRR2481236,435102,5979451,96,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03838114,1,,2013-06,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000887,Escherichia coli,1,562,562,EDLB-CDC,2015-09-22T16:01:59Z,PNUSAE000887,PDT000084092.1,2015-09-22T17:12:24Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:H11,4,,,,,PDS000000758.18,PDS000000758,44,0,PDS000000758.18,23,"37, 38, 39"
PDG000000004.826_PDT000096911.1,PAIRED,ILLUMINA,SRR2982147,160521,5902529,114,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04296689,1,CDC,2015-10,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001741,Escherichia coli,1,562,562,EDLB-CDC,2015-12-08T05:00:00Z,PNUSAE001741,PDT000096911.1,2015-12-08T22:20:04Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,10,,,,,PDS000000758.18,PDS000000758,12,13,PDS000000758.18,23,"1, 15, 17, 21, 22, 28"
PDG000000004.826_PDT000101013.1,PAIRED,ILLUMINA,SRR3068649,174158,5948167,101,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04365177,1,CDC,2013-07,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001647,Escherichia coli,1,562,562,EDLB-CDC,2015-12-31T05:00:00Z,PNUSAE001647,PDT000101013.1,2015-12-31T16:23:23Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:,10,,,,,PDS000000758.18,PDS000000758,33,33,PDS000000758.18,23,"1, 2, 10, 14"
PDG000000004.826_PDT000101064.1,PAIRED,ILLUMINA,SRR3068700,385323,5948629,73,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04351464,1,CDC,2015-11,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001866,Escherichia coli,1,562,562,EDLB-CDC,2015-12-31T05:00:00Z,PNUSAE001866,PDT000101064.1,2015-12-31T17:21:21Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,10,,,,,PDS000000758.18,PDS000000758,17,3,PDS000000758.18,23,"1, 15, 17, 21, 30, 32, 34, 36"
PDG000000004.826_PDT000025367.2,,,,90215,5345242,310,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353123,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6722,Escherichia coli O111:NM str. K6722,1,1446533,562,,,K6722,PDT000025367.2,2015-10-29T21:24:20Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619465.2,EcK6722,Scaffold,CLC Genomics Workbench v. 6.5.Jan-2013,1,2553628,,,JHHU,JHHU00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,2,PDS000003453.18,23,"1, 24"
PDG000000004.826_PDT000025368.1,,,,131125,5440904,139,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353124,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6723,Escherichia coli O111:NM str. K6723,1,1446534,562,,,K6723,PDT000025368.1,2014-04-08T15:12:26Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619485.1,EcK6723,Contig,wgs assembler v. 7.0.Dec-2012,1,991818,,,JHHT,JHHT00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,5,PDS000003453.18,23,"1, 19, 20"
PDG000000004.826_PDT000025369.1,,,,100455,5305741,149,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353125,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6728,Escherichia coli O111:NM str. K6728,1,1446535,562,,,K6728,PDT000025369.1,2014-04-08T15:12:48Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619505.1,EcK6728,Contig,wgs assembler v. 7.0.Dec-2012,1,991838,,,JHHS,JHHS00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,8,PDS000003453.18,23,31
PDG000000004.826_PDT000025370.1,,,,99933,5416707,195,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353126,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6890,Escherichia coli O111:NM str. K6890,1,1446536,562,,,K6890,PDT000025370.1,2014-04-08T15:13:09Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619525.1,EcK6890,Contig,wgs assembler v. 7.0.Dec-2012,1,991858,,,JHHR,JHHR00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,5,PDS000003453.18,23,"1, 16, 17"
PDG000000004.826_PDT000025372.2,,,,91930,5292163,292,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353128,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6897,Escherichia coli O111:NM str. K6897,1,1446538,562,,,K6897,PDT000025372.2,2015-10-29T21:24:41Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619565.2,EcK6897,Scaffold,CLC Genomics Workbench v. 6.5.Jan-2013,1,2553668,,,JHHP,JHHP00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,0,PDS000003453.18,23,"1, 25"
PDG000000004.826_PDT000025373.2,,,,90113,5288430,276,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353129,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6898,Escherichia coli O111:NM str. K6898,1,1446539,562,,,K6898,PDT000025373.2,2015-10-29T21:24:46Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619585.2,EcK6898,Scaffold,CLC Genomics Workbench v. 6.5.Jan-2013,1,2553688,,,JHHO,JHHO00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,2,PDS000003453.18,23,"1, 23"
PDG000000004.826_PDT000025375.1,,,,96856,5242822,255,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02353130,1,CDC,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,K6904,Escherichia coli O111:NM str. K6904,1,1446540,562,,,K6904,PDT000025375.1,2014-04-08T15:15:00Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000619625.1,EcK6904,Scaffold,CLC Genomics Workbench v. 6.5.Jan-2013,1,991958,,,JHHN,JHHN00000000.1,,,O111:NM,,,,,,PDS000003453.18,PDS000003453,,0,PDS000003453.18,23,"1, 2, 14"
PDG000000004.826_PDT000025730.2,,,,90171,5279610,286,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN02352924,1,CDC,2008-09,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,Aug-87,Escherichia coli O111:NM str. 08-4487,1,1446515,562,,,Aug-87,PDT000025730.2,2015-10-29T21:17:27Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_000616685.2,Ec08-4487,Scaffold,CLC Genomics Workbench v. 6.5.Jan-2013,1,2552488,,,JHKU,JHKU00000000.1,,,E. coli O111:NM,6,,,,,PDS000003453.18,PDS000003453,,32,PDS000003453.18,23,"1, 2, 3, 13"
PDG000000004.826_PDT000081894.1,PAIRED,ILLUMINA,SRR2177965,115770,5624898,208,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03996896,1,,2013-06,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001209,Escherichia coli,1,562,562,EDLB-CDC,2015-08-21T04:00:00Z,PNUSAE001209,PDT000081894.1,2015-08-21T21:10:00Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaEC, tet(A)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O111:NM,4,,,,,PDS000003453.18,PDS000003453,,2,PDS000003453.18,23,"1, 2, 3, 4, 5, 6, 7, 9"
PDG000000004.826_PDT000048204.1,PAIRED,ILLUMINA,SRR1767912,122387,5468821,183,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03287443,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000203,Escherichia coli,1,562,562,EDLB-CDC,2015-01-21T18:25:10Z,PNUSAE000203,PDT000048204.1,2015-01-21T19:08:21Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,71,44,PDS000003663.14,22,"1, 11, 12, 19"
PDG000000004.826_PDT000065219.1,PAIRED,ILLUMINA,SRR2038661,117841,5357932,171,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03579613,1,CDC,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000560,Escherichia coli,1,562,562,EDLB-CDC,2015-05-22T22:52:11Z,PNUSAE000560,PDT000065219.1,2015-05-22T23:15:37Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:HNT,5,,,,,PDS000003663.14,PDS000003663,76,28,PDS000003663.14,22,"1, 2, 3, 4, 5"
PDG000000004.826_PDT000069912.1,PAIRED,ILLUMINA,SRR2102941,125996,5359300,185,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03850828,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000946,Escherichia coli,1,562,562,EDLB-CDC,2015-07-15T08:04:13Z,PNUSAE000946,PDT000069912.1,2015-07-15T09:14:22Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,74,51,PDS000003663.14,22,"1, 10"
PDG000000004.826_PDT000081156.1,PAIRED,ILLUMINA,SRR2155534,113286,5552022,212,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03965342,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001128,Escherichia coli,1,562,562,EDLB-CDC,2015-08-11T04:00:00Z,PNUSAE001128,PDT000081156.1,2015-08-12T00:11:13Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,57,24,PDS000003663.14,22,"1, 11, 12, 13, 14, 17"
PDG000000004.826_PDT000083260.1,PAIRED,ILLUMINA,SRR2417061,115691,5354384,168,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03994226,1,,2015-07,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001137,Escherichia coli,1,562,562,EDLB-CDC,2015-09-15T04:00:00Z,PNUSAE001137,PDT000083260.1,2015-09-16T03:11:12Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,2,,,,,PDS000003663.14,PDS000003663,66,18,PDS000003663.14,22,"1, 2, 3, 7"
PDG000000004.826_PDT000084005.1,PAIRED,ILLUMINA,SRR2480686,117895,5391915,219,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03952634,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001060,Escherichia coli,1,562,562,EDLB-CDC,2015-09-22T15:49:31Z,PNUSAE001060,PDT000084005.1,2015-09-22T17:12:21Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,79,32,PDS000003663.14,22,"31, 32, 33, 34"
PDG000000004.826_PDT000084008.1,PAIRED,ILLUMINA,SRR2480689,115671,5534766,220,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03948296,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001063,Escherichia coli,1,562,562,EDLB-CDC,2015-09-22T15:49:56Z,PNUSAE001063,PDT000084008.1,2015-09-22T17:12:21Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,26,37,PDS000003663.14,22,"1, 11, 20, 26, 27"
PDG000000004.826_PDT000084047.1,PAIRED,ILLUMINA,SRR2481183,117894,5451570,208,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03897541,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001027,Escherichia coli,1,562,562,EDLB-CDC,2015-09-22T15:55:34Z,PNUSAE001027,PDT000084047.1,2015-09-22T17:12:22Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,46,25,PDS000003663.14,22,"1, 11, 20, 25"
PDG000000004.826_PDT000084143.1,PAIRED,ILLUMINA,SRR2481260,115691,5412895,194,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03861987,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000908,Escherichia coli,1,562,562,EDLB-CDC,2015-09-22T16:05:00Z,PNUSAE000908,PDT000084143.1,2015-09-23T06:12:24Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,3,,,,,PDS000003663.14,PDS000003663,84,30,PDS000003663.14,22,"1, 2, 3, 4, 6"
PDG000000004.826_PDT000051838.1,PAIRED,ILLUMINA,SRR1917514,217201,5362965,196,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03418667,1,CDC,2014-07,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000383,Escherichia coli,1,562,562,EDLB-CDC,2015-03-18T15:38:13Z,PNUSAE000383,PDT000051838.1,2015-03-18T16:10:39Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaEC, fosA",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O5:NM,10,,,,,PDS000003201.16,PDS000003201,,4,PDS000003201.16,23,"1, 2, 3, 7, 9"
PDG000000004.826_PDT000085576.1,PAIRED,ILLUMINA,SRR2549985,214354,5384161,193,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04116607,1,,2015-08,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001477,Escherichia coli,1,562,562,EDLB-CDC,2015-10-02T04:00:00Z,PNUSAE001477,PDT000085576.1,2015-10-02T17:10:14Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaEC, fosA",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O5:NM,4,,,,,PDS000003201.16,PDS000003201,,0,PDS000003201.16,23,"1, 13, 15, 17"
PDG000000004.826_PDT000085579.1,PAIRED,ILLUMINA,SRR2550007,217201,5382932,193,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04116612,1,,2015-09,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001482,Escherichia coli,1,562,562,EDLB-CDC,2015-10-02T04:00:00Z,PNUSAE001482,PDT000085579.1,2015-10-02T17:10:14Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaEC, fosA",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O5:NM,4,,,,,PDS000003201.16,PDS000003201,,0,PDS000003201.16,23,"1, 13, 15, 16"
PDG000000004.826_PDT000051360.1,PAIRED,ILLUMINA,SRR1913711,147522,5232196,147,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03394914,1,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,2015C-3264,Escherichia coli,1,562,562,EDLB-CDC,2015-03-12T17:33:36Z,2015C-3264,PDT000051360.1,2015-03-12T18:09:26Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O121:H19,3,,,,,PDS000004646.10,PDS000004646,,0,PDS000004646.10,23,"15, 16, 17, 18, 25"
PDG000000004.826_PDT000098756.1,PAIRED,ILLUMINA,SRR3040540,200096,5275139,149,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN04221171,1,,2013-01,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE001581,Escherichia coli,1,562,562,EDLB-CDC,2015-12-21T05:00:00Z,PNUSAE001581,PDT000098756.1,2015-12-22T00:21:38Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O121:Undetermined,4,,,,,PDS000004646.10,PDS000004646,,1,PDS000004646.10,23,"15, 16, 17, 18, 24"
PDG000000004.826_PDT000086871.1,PAIRED,ILLUMINA,SRR2637182,639279,5598705,178,Pathogen: environmental/food/other,PRJNA230968,GenomeTrakr Project: Arizona State Public Health Laboratory,FDA/CFSAN,SAMN04125190,1,TGEN,2015,environmental/other,USA:AZ,Elk,PDG000000004.826,PDG000000004,1,0,,Escherichia coli,1,562,562,FDA,2015-10-14T17:11:09Z,AZ_TG78580,PDT000086871.1,2015-10-14T18:19:33Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,PDS000012563.3,PDS000012563,,0,PDS000012563.3,23,12
PDG000000004.826_PDT000065187.1,PAIRED,ILLUMINA,SRR2037371,179924,5395197,120,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03492162,1,CDC,2015-03,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000507,Escherichia coli,1,562,562,EDLB-CDC,2015-05-22T18:02:17Z,PNUSAE000507,PDT000065187.1,2015-05-22T18:17:24Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,8,"aadA2, aph(3')-Ia, blaEC, dfrA12, mph(A), qacEdelta1, sul1, tet(A)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,Pending:Undetermined,5,,,,,PDS000003585.15,PDS000003585,37,40,PDS000003585.15,18,"1, 2, 3, 4, 5, 13"
